t,tf0,ts0
520392.6,0.7219337381365472,0.538231638962098
522870.66,0.5057524858322991,0.7157020542424309
525348.72,0.6985829979590705,0.4411105149923318
527826.78,0.964214572770644,0.356773714008514
530304.84,0.27608672842124704,0.6964580918369042
532782.9,0.7399459820596401,0.9880894041075572
535260.96,0.43794681063218277,0.09166641568531397
537739.02,0.6525341133671345,0.42212148042193876
540217.08,0.40665191588463756,0.9406188029304484
542695.14,0.7083359801659767,0.11279829254780815
545173.2,0.33750157832753347,0.6509333115468848
547651.26,0.48835509759273843,0.43016481062987133
550129.32,0.7087936449015578,0.3768924174792121
552607.38,0.04270679789226073,0.2094397740878181
555085.44,0.32808953127387663,0.17633427269116897
557563.5,0.5461847026267495,0.5162866996789909
560041.5599999999,0.07413517806665637,0.377437213158775
562519.62,0.7031567710009774,0.4915443838710072
564997.6799999999,0.8132869564916969,0.1959374586326471
567475.74,0.16332730956185915,0.35020175207063464
569953.7999999999,0.7334630010602808,0.9964176708532309
572431.86,0.6462001347604333,0.3680708281149574
574909.9199999999,0.41087847886310525,0.41270916206019903
577387.98,0.16498813204480955,0.019876062246987236
579866.0399999999,0.954878362284188,0.38082579685052964
582344.1,0.4640109774624458,0.7633913411127624
584822.16,0.18364345228515833,0.5155967960573108
587300.22,0.7181642457683691,0.6570454163542424
589778.28,0.6078979555495466,0.556552138442311
592256.34,0.8161979899007139,0.10549106037425471
594734.4,0.9960967117024472,0.3321443914148098
597212.46,0.04486716627892462,0.6942330820173632
599690.52,0.7393157589275293,0.5479389042999192
602168.58,0.989130889106721,0.6749610689950595
