t,x,tf,ts
0.6240625,0.895,0.0,0.0
0.7835125,0.778,0.0,0.0
0.39810624999999994,0.46900000000000003,0.0,0.0
0.41590625,0.9480000000000001,0.0,0.0
0.9497499999999999,0.457,0.0,0.0
0.41558437499999995,0.47900000000000004,0.0,0.0
0.7788031249999999,0.993,0.0,0.0
0.23956249999999998,0.723,0.0,0.0
0.34712187499999997,0.067,0.0,0.0
0.27600312499999996,0.428,0.0,0.0
0.7563843749999999,0.833,0.0,0.0
0.8521374999999999,0.145,0.0,0.0
0.010440624999999999,0.428,0.0,0.0
0.761928125,0.558,0.0,0.0
0.7831062499999999,0.866,0.0,0.0
0.727296875,0.916,0.0,0.0
0.331940625,0.864,0.0,0.0
0.094746875,0.245,0.0,0.0
0.7635375,0.671,0.0,0.0
0.30922812499999996,0.423,0.0,0.0
0.5528124999999999,0.908,0.0,0.0
0.33218749999999997,0.062,0.0,0.0
0.33334375,0.41600000000000004,0.0,0.0
0.1943375,0.47700000000000004,0.0,0.0
0.6257093749999999,0.292,0.0,0.0
0.565090625,0.054,0.0,0.0
0.47164999999999996,0.67,0.0,0.0
0.10004999999999999,0.987,0.0,0.0
0.19085937499999997,0.363,0.0,0.0
0.622821875,0.675,0.0,0.0
0.74158125,0.764,0.0,0.0
0.6104031249999999,0.299,0.0,0.0
0.8722343749999999,0.355,0.0,0.0
0.177859375,0.646,0.0,0.0
0.9010624999999999,0.996,0.0,0.0
0.8485906249999999,0.264,0.0,0.0
0.7830124999999999,0.14100000000000001,0.0,0.0
0.139665625,0.86,0.0,0.0
0.7322812499999999,0.03,0.0,0.0
0.21408124999999997,0.047,0.0,0.0
0.794215625,0.774,0.0,0.0
0.8735875,0.274,0.0,0.0
0.781215625,0.9420000000000001,0.0,0.0
0.46109374999999997,0.032,0.0,0.0
0.648490625,0.061,0.0,0.0
0.46017812499999994,0.748,0.0,0.0
0.21534374999999997,0.882,0.0,0.0
0.117725,0.059000000000000004,0.0,0.0
0.767440625,0.54,0.0,0.0
0.503109375,0.972,0.0,0.0
0.0718875,0.07100000000000001,0.0,0.0
0.8274437499999999,0.259,0.0,0.0
0.67250625,0.651,0.0,0.0
0.269078125,0.388,0.0,0.0
0.62630625,0.6950000000000001,0.0,0.0
0.90775,0.211,0.0,0.0
0.8025499999999999,0.133,0.0,0.0
0.419859375,0.209,0.0,0.0
0.3369875,0.8290000000000001,0.0,0.0
0.864825,0.089,0.0,0.0
0.27018125,0.127,0.0,0.0
0.26585,0.749,0.0,0.0
0.692659375,0.47200000000000003,0.0,0.0
0.6285062499999999,0.189,0.0,0.0
0.9445374999999999,0.321,0.0,0.0
0.9517625,0.514,0.0,0.0
0.279353125,0.098,0.0,0.0
0.606421875,0.665,0.0,0.0
0.18338749999999998,0.8190000000000001,0.0,0.0
0.286253125,0.792,0.0,0.0
0.53220625,0.092,0.0,0.0
0.41477812499999994,0.986,0.0,0.0
0.5724843749999999,0.10400000000000001,0.0,0.0
0.34860624999999995,0.09,0.0,0.0
0.213515625,0.6990000000000001,0.0,0.0
0.62045,0.652,0.0,0.0
0.6998749999999999,0.374,0.0,0.0
0.5399124999999999,0.424,0.0,0.0
0.20965625,0.758,0.0,0.0
0.648984375,0.085,0.0,0.0
0.298265625,0.122,0.0,0.0
0.266578125,0.159,0.0,0.0
0.5831031249999999,0.7020000000000001,0.0,0.0
0.074040625,0.642,0.0,0.0
0.18878437499999998,0.971,0.0,0.0
0.877728125,0.8250000000000001,0.0,0.0
0.5386875,0.23,0.0,0.0
0.28519999999999995,0.16,0.0,0.0
0.6878593749999999,0.47800000000000004,0.0,0.0
0.34964999999999996,0.105,0.0,0.0
0.53579375,0.045,0.0,0.0
0.8522124999999999,0.331,0.0,0.0
0.8176718749999999,0.423,0.0,0.0
0.5878374999999999,0.657,0.0,0.0
0.5487,0.58,0.0,0.0
0.168375,0.047,0.0,0.0
0.33147812499999996,0.212,0.0,0.0
0.16374999999999998,0.9380000000000001,0.0,0.0
0.8211718749999999,0.723,0.0,0.0
0.10628437499999999,0.655,0.0,0.0
0.14460937499999998,0.133,0.0,0.0
0.8216249999999999,0.657,0.0,0.0
0.281134375,0.41100000000000003,0.0,0.0
0.081365625,0.20800000000000002,0.0,0.0
0.5421468749999999,0.467,0.0,0.0
0.304809375,0.20500000000000002,0.0,0.0
0.7044874999999999,0.53,0.0,0.0
0.340828125,0.248,0.0,0.0
0.8626468749999999,0.148,0.0,0.0
0.42141249999999997,0.47400000000000003,0.0,0.0
0.278403125,0.886,0.0,0.0
0.15299374999999998,0.376,0.0,0.0
0.8629062499999999,0.705,0.0,0.0
0.8484218749999999,0.029,0.0,0.0
0.11491874999999999,0.073,0.0,0.0
0.9455031249999999,0.6980000000000001,0.0,0.0
0.43666249999999995,0.233,0.0,0.0
0.192159375,0.633,0.0,0.0
0.474425,0.676,0.0,0.0
0.534203125,0.229,0.0,0.0
0.07443124999999999,0.14400000000000002,0.0,0.0
0.9098031249999999,0.739,0.0,0.0
0.5329999999999999,0.634,0.0,0.0
0.9356999999999999,0.594,0.0,0.0
0.48566562499999993,0.8240000000000001,0.0,0.0
0.07331249999999999,0.727,0.0,0.0
0.7334031249999999,0.92,0.0,0.0
0.7792968749999999,0.757,0.0,0.0
0.611871875,0.398,0.0,0.0
0.11267812499999999,0.8230000000000001,0.0,0.0
0.7196531249999999,0.546,0.0,0.0
0.8255531249999999,0.21,0.0,0.0
0.5565781249999999,0.754,0.0,0.0
0.23543437499999997,0.986,0.0,0.0
0.11102187499999999,0.926,0.0,0.0
0.5275124999999999,0.838,0.0,0.0
0.7701781249999999,0.152,0.0,0.0
0.28279687499999995,0.964,0.0,0.0
0.9118124999999999,0.898,0.0,0.0
0.426765625,0.5760000000000001,0.0,0.0
0.29675625,0.318,0.0,0.0
0.30423437499999995,0.983,0.0,0.0
0.6986781249999999,0.7000000000000001,0.0,0.0
0.006974999999999999,0.768,0.0,0.0
0.9119656249999999,0.374,0.0,0.0
0.734525,0.666,0.0,0.0
0.093215625,0.34500000000000003,0.0,0.0
0.5317187499999999,0.431,0.0,0.0
0.144103125,0.19,0.0,0.0
0.45708124999999994,0.6880000000000001,0.0,0.0
0.568659375,0.893,0.0,0.0
0.9042062499999999,0.20600000000000002,0.0,0.0
0.26028749999999995,0.045,0.0,0.0
0.91055625,0.588,0.0,0.0
0.580459375,0.879,0.0,0.0
0.25194999999999995,0.495,0.0,0.0
0.7790499999999999,0.903,0.0,0.0
0.38664374999999995,0.6930000000000001,0.0,0.0
0.8700968749999999,0.646,0.0,0.0
0.052496875,0.77,0.0,0.0
0.023896874999999998,0.262,0.0,0.0
0.9560718749999999,0.5670000000000001,0.0,0.0
0.6821937499999999,0.386,0.0,0.0
0.30955625,0.546,0.0,0.0
0.46715312499999995,0.279,0.0,0.0
0.49459062499999995,0.971,0.0,0.0
0.22500312499999997,0.913,0.0,0.0
0.03591875,0.811,0.0,0.0
0.48319687499999997,0.196,0.0,0.0
0.6902437499999999,0.6950000000000001,0.0,0.0
0.44315625,0.02,0.0,0.0
0.38409999999999994,0.708,0.0,0.0
0.44604062499999997,0.139,0.0,0.0
0.125384375,0.589,0.0,0.0
0.74691875,0.10300000000000001,0.0,0.0
0.26675625,0.447,0.0,0.0
0.41478125,0.298,0.0,0.0
0.7092093749999999,0.138,0.0,0.0
0.632009375,0.392,0.0,0.0
0.1558,0.01,0.0,0.0
0.712515625,0.504,0.0,0.0
0.09795625,0.9450000000000001,0.0,0.0
0.11436874999999999,0.223,0.0,0.0
0.31944374999999997,0.983,0.0,0.0
0.47967812499999996,0.585,0.0,0.0
0.890740625,0.713,0.0,0.0
0.6482281249999999,0.28600000000000003,0.0,0.0
0.344828125,0.663,0.0,0.0
0.94904375,0.381,0.0,0.0
0.10993125,0.32,0.0,0.0
0.8248624999999999,0.017,0.0,0.0
0.9494812499999999,0.869,0.0,0.0
0.5467249999999999,0.9480000000000001,0.0,0.0
0.7048,0.6980000000000001,0.0,0.0
0.22241562499999998,0.005,0.0,0.0
0.162146875,0.379,0.0,0.0
0.7978093749999999,0.771,0.0,0.0
0.27048124999999995,0.9490000000000001,0.0,0.0
0.661921875,0.372,0.0,0.0
0.8785593749999999,0.125,0.0,0.0
0.884115625,0.499,0.0,0.0
0.30265312499999997,0.23800000000000002,0.0,0.0
0.15735,0.591,0.0,0.0
0.23801562499999998,0.281,0.0,0.0
0.8276968749999999,0.41000000000000003,0.0,0.0
0.16788437499999997,0.301,0.0,0.0
0.6796687499999999,0.9,0.0,0.0
0.666309375,0.251,0.0,0.0
0.555746875,0.855,0.0,0.0
0.031365624999999994,0.41600000000000004,0.0,0.0
0.9490999999999999,0.969,0.0,0.0
0.10648124999999999,0.9520000000000001,0.0,0.0
0.46907812499999996,0.25,0.0,0.0
0.6698124999999999,0.427,0.0,0.0
0.9013374999999999,0.717,0.0,0.0
0.74015,0.84,0.0,0.0
0.22305937499999998,0.232,0.0,0.0
0.397565625,0.062,0.0,0.0
0.1452,0.496,0.0,0.0
0.297875,0.627,0.0,0.0
0.7816187499999999,0.334,0.0,0.0
0.34081249999999996,0.64,0.0,0.0
0.10239062499999999,0.09,0.0,0.0
0.10862499999999999,0.754,0.0,0.0
0.85420625,0.612,0.0,0.0
0.38711562499999996,0.635,0.0,0.0
0.29645937499999997,0.9510000000000001,0.0,0.0
0.16205624999999999,0.9490000000000001,0.0,0.0
0.39565312499999994,0.8280000000000001,0.0,0.0
0.40058124999999994,0.301,0.0,0.0
0.171225,0.34400000000000003,0.0,0.0
0.228365625,0.28200000000000003,0.0,0.0
0.8130156249999999,0.163,0.0,0.0
0.49112812499999997,0.9500000000000001,0.0,0.0
0.47385937499999997,0.28,0.0,0.0
0.315821875,0.39,0.0,0.0
0.589809375,0.364,0.0,0.0
0.12331562499999998,0.5650000000000001,0.0,0.0
0.8733312499999999,0.542,0.0,0.0
0.51624375,0.612,0.0,0.0
0.067865625,0.639,0.0,0.0
0.454821875,0.9460000000000001,0.0,0.0
0.48012499999999997,0.791,0.0,0.0
0.7423375,0.417,0.0,0.0
0.6534374999999999,0.933,0.0,0.0
0.8969531249999999,0.668,0.0,0.0
0.36150625,0.029,0.0,0.0
0.6828218749999999,0.772,0.0,0.0
0.242359375,0.536,0.0,0.0
0.721671875,0.8320000000000001,0.0,0.0
0.33028437499999996,0.812,0.0,0.0
0.43728437499999995,0.381,0.0,0.0
0.7785,0.095,0.0,0.0
0.9159062499999999,0.11,0.0,0.0
0.5703937499999999,0.385,0.0,0.0
0.11818124999999999,0.368,0.0,0.0
0.15194999999999997,0.613,0.0,0.0
0.20383749999999998,0.458,0.0,0.0
0.006190624999999999,0.528,0.0,0.0
0.24265937499999998,0.481,0.0,0.0
0.22856562499999997,0.248,0.0,0.0
0.41698124999999997,0.8290000000000001,0.0,0.0
0.08230625,0.872,0.0,0.0
0.7963812499999999,0.016,0.0,0.0
0.6008437499999999,0.803,0.0,0.0
0.03535625,0.923,0.0,0.0
0.26955312499999995,0.007,0.0,0.0
0.588946875,0.935,0.0,0.0
0.9418406249999999,0.9430000000000001,0.0,0.0
